index,time_s,prompt_tokens,completion_tokens,computed_tokens_per_sec,prompt_per_token_ms,predicted_ms,prompt_ms,prompt_per_second,predicted_n,predicted_per_token_ms,predicted_per_second,prompt_n,error
36,1.276106,30,40,31.345352,0.472844,545.748917,14.185333,2114.860469,40,13.643723,73.293778,30,
37,1.183899,106,31,26.184671,0.416147,418.399375,44.111583,2402.996963,31,13.496754,74.091889,106,
38,4.627821,145,474,102.424018,0.351591,3831.639917,50.980666,2844.215491,474,8.083629,123.706823,145,
39,2.445429,1212,65,26.580202,0.058937,1139.264375,71.431167,16967.383439,65,17.527144,57.054360,1212,
40,1.176913,38,25,21.242007,0.465509,440.596750,17.689333,2148.187272,25,17.623870,56.741227,38,
41,1.246322,31,28,22.466103,0.600215,501.712000,18.606666,1666.069569,28,17.918286,55.808910,31,
42,2.200168,66,79,35.906343,0.505561,1434.760167,33.367041,1977.999787,79,18.161521,55.061467,66,
43,2.328317,28,84,36.077555,0.664887,1587.801167,18.616833,1504.015210,84,18.902395,52.903349,28,
44,4.927009,309,288,58.453319,0.323111,4037.888500,99.841208,3094.914477,288,14.020446,71.324406,309,
45,6.833447,321,408,59.706326,0.345565,5934.331583,110.926292,2893.813488,408,14.544930,68.752478,321,
46,1.656515,1207,18,10.866186,0.060108,318.138583,72.550208,16636.754508,18,17.674366,56.579117,1207,
47,2.622294,613,87,33.177056,0.073051,1589.605125,44.780042,13689.134101,87,18.271323,54.730573,613,
48,5.375009,468,400,74.418474,0.318647,4394.880375,149.126959,3138.265563,400,10.987201,91.014992,468,
49,1.644670,221,89,54.114207,0.321509,810.358542,71.053458,3110.334194,89,9.105152,109.827928,221,
50,1.833763,84,77,41.990156,0.406387,1058.209708,34.136542,2460.706184,77,13.742983,72.764405,84,
51,3.620924,169,202,55.786858,0.355615,2793.974625,60.098959,2812.028741,202,13.831558,72.298438,169,
52,4.274577,28,260,60.824735,0.562204,3546.658458,15.741708,1778.714228,260,13.640994,73.308440,28,
53,1.113406,88,27,24.249917,0.394402,357.319750,34.707333,2535.487241,27,13.234065,75.562574,88,
54,5.368427,388,318,59.235223,0.333157,4427.989917,129.264875,3001.588792,318,13.924497,71.815882,388,
55,2.892028,160,152,52.558273,0.321613,2099.243209,51.458083,3109.326867,152,13.810811,72.407046,160,
56,6.659116,855,411,61.719901,0.137031,5489.794583,117.161833,7297.598357,411,13.357164,74.866189,855,
57,1.973263,59,88,44.596189,0.380071,1224.873959,22.424208,2631.085120,88,13.919022,71.844127,59,
58,6.248479,37,393,62.895306,0.574273,5517.559417,21.248083,1741.333559,393,14.039591,71.227144,37,
59,1.694203,59,68,40.136866,0.373920,950.275417,22.061292,2674.367394,68,13.974638,71.558202,59,
60,2.230021,353,94,42.152060,0.339015,1300.662667,119.672417,2949.718982,94,13.836837,72.270853,353,
61,1.141988,159,26,22.767308,0.325463,345.223083,51.748542,3072.550334,26,13.277811,75.313620,159,
62,1.527835,31,58,37.962218,0.471964,796.931375,14.630875,2118.806975,58,13.740196,72.779165,31,
63,1.372170,305,36,26.235815,0.326182,483.981958,99.485417,3065.775962,36,13.443943,74.382938,305,
64,2.921742,293,145,49.627922,0.342890,2027.549834,100.466916,2916.382941,145,13.983102,71.514888,293,
65,5.166601,1282,273,52.839383,0.081025,3789.930875,103.874625,12341.801475,273,13.882531,72.032976,1282,
66,1.189869,224,34,28.574571,0.318323,465.082208,71.304375,3141.462217,34,13.678888,73.105355,224,
67,6.155524,44,747,121.354410,0.532345,5412.225791,23.423167,1878.482103,747,7.245282,138.020849,44,
68,8.658447,36,571,65.947161,0.622953,7910.614959,22.426291,1605.258756,571,13.853967,72.181493,36,
69,5.139603,312,308,59.926813,0.321443,4254.901458,100.290292,3110.969106,308,13.814615,72.387105,312,
70,3.282515,33,178,54.226709,0.663134,2532.496584,21.883416,1507.991257,178,14.227509,70.286373,33,
71,1.695656,1313,38,22.410209,0.087452,287.963292,114.825083,11434.783809,38,7.577981,131.961264,1313,
72,4.656035,3940,56,12.027400,0.045534,475.287375,179.404041,21961.601188,56,8.487275,117.823454,3940,
73,5.844845,871,374,63.988013,0.144895,4661.694042,126.203417,6901.556398,374,12.464423,80.228345,871,
74,4.111480,442,217,52.779045,0.315273,3169.891042,139.350750,3171.852322,217,14.607793,68.456612,442,
75,1.638164,56,81,49.445610,0.427192,1105.372125,23.922750,2340.868002,81,13.646569,73.278490,56,
76,3.238085,208,179,55.279582,0.341371,2411.800417,71.005125,2929.366014,179,13.473745,74.218413,208,
77,4.156116,85,238,57.264998,0.406387,3394.152333,34.542917,2460.707068,238,14.261144,70.120601,85,
78,1.200408,36,56,46.650788,0.666088,761.495125,23.979166,1501.303256,56,13.598127,73.539538,36,
79,0.842546,142,47,55.783327,0.346283,247.301709,49.172208,2887.810122,47,5.261738,190.051254,142,
80,1.845786,519,235,127.317017,0.015339,1370.943375,7.960958,65193.158914,235,5.833802,171.414811,519,
81,2.017840,47,300,148.673863,0.486876,1744.748167,22.883167,2053.911506,300,5.815827,171.944585,47,
82,3.838883,617,305,79.450195,0.070397,3331.468708,43.435083,14205.106964,305,10.922848,91.551213,617,
83,1.220774,614,39,31.946944,0.070874,265.899708,43.516458,14109.604233,39,6.817941,146.671842,614,
84,3.367030,84,361,107.216137,0.392708,3040.457666,32.987500,2546.419098,361,8.422320,118.732125,84,
85,3.712815,78,580,156.215721,0.419972,3414.441875,32.757833,2381.109886,580,5.886969,169.866708,78,
86,0.465862,264,15,32.198348,0.335945,73.026584,88.689500,2976.677059,15,4.868439,205.404651,264,
87,1.333599,773,124,92.981468,0.122360,728.088500,94.584292,8172.604390,124,5.871681,170.308967,773,
88,1.474611,62,205,139.019687,0.389246,1201.186917,24.133250,2569.069645,205,5.859448,170.664529,62,
89,1.642775,72,234,142.441890,0.456020,1362.952500,32.833417,2192.887813,234,5.824583,171.686101,72,
90,0.397633,48,24,60.357227,0.479370,127.300125,23.009750,2086.072209,24,5.304172,188.530844,48,
91,1.208925,33,161,133.176132,0.689043,937.492666,22.738417,1451.288364,161,5.822936,171.734677,33,
92,2.963138,348,440,148.491245,0.313457,2546.514958,109.082917,3190.233719,440,5.787534,172.785162,348,
93,2.171846,412,290,133.526965,0.312963,1723.711458,128.940709,3195.267059,290,5.943833,168.241615,412,
94,3.423276,47,506,147.811648,0.503361,3152.721625,23.657958,1986.646523,506,6.230675,160.496251,47,
95,4.073318,84,240,58.920026,0.407148,3312.929750,34.200417,2456.110404,240,13.803874,72.443432,84,
96,3.749749,26,219,58.403907,0.594841,3017.097750,15.465875,1681.120531,219,13.776702,72.586312,26,
97,2.656218,1839,87,32.753339,0.068221,929.931125,125.459125,14658.160576,87,10.688864,93.555316,1839,
98,1.680777,26,70,41.647412,0.546418,951.684083,14.206875,1830.099864,70,13.595487,73.553820,26,
99,3.463615,25,196,56.588269,0.567443,2733.185042,14.186083,1762.290549,196,13.944822,71.711208,25,
