index,time_s,prompt_tokens,completion_tokens,computed_tokens_per_sec,prompt_per_token_ms,predicted_ms,prompt_ms,prompt_per_second,predicted_n,predicted_per_token_ms,predicted_per_second,prompt_n,error
66,1.462234,224,34,23.252090,1.017702,369.514084,227.965250,982.605902,34,10.868061,92.012731,224,
67,9.294664,44,747,80.368697,1.259459,8485.675208,55.416208,793.991534,747,11.359672,88.030708,44,
68,7.583303,36,571,75.297007,1.515953,6821.328666,54.574292,659.651251,571,11.946285,83.708032,36,
69,4.257165,312,308,72.348616,0.831487,3331.927167,259.423833,1202.665138,308,10.817945,92.438995,312,
70,3.077487,33,178,57.839399,1.677088,2522.463458,55.343917,596.271493,178,14.171143,70.565938,33,
71,3.203270,1313,38,11.862878,0.255127,448.934334,334.982041,3919.613111,38,11.814061,84.644896,1313,
72,8.348152,3940,56,6.708072,0.089088,819.734583,351.004750,11224.919321,56,14.638118,68.314795,3940,
73,6.330861,871,374,59.075689,0.420030,4360.013542,365.846166,2380.782091,374,11.657790,85.779550,871,
74,3.916275,442,217,55.409797,1.108764,2406.517375,490.073834,901.904916,217,11.089942,90.171799,442,
75,1.917580,56,81,42.240739,1.014023,1109.972000,56.785292,986.170856,81,13.703358,72.974814,56,
76,2.931577,208,179,61.059294,0.871103,1907.213584,181.189375,1147.970183,179,10.654824,93.854197,208,
77,3.730974,85,238,63.790315,0.954023,2868.478500,81.091916,1048.193263,238,12.052431,82.970815,85,
78,1.604552,36,56,34.900709,1.572191,786.295083,56.598875,636.055045,56,14.040984,71.220082,36,
79,1.459446,142,47,32.204004,0.913683,506.831542,129.743000,1094.471378,47,10.783650,92.732981,142,
80,3.936680,519,235,59.694968,0.047626,2577.270917,24.717958,20996.880082,235,10.967110,91.181722,519,
81,4.709423,47,300,63.702066,1.168351,3898.442542,54.912500,855.907125,300,12.994808,76.953808,47,
82,5.122581,617,305,59.540292,0.239807,3464.204750,147.961041,4170.016619,305,11.358048,88.043295,617,
83,2.113020,614,39,18.457000,0.232976,443.167542,143.047208,4292.289298,39,11.363270,88.002835,614,
84,5.366116,84,361,67.273982,0.952534,4509.840542,80.012875,1049.831043,361,12.492633,80.047176,84,
85,7.652001,78,580,75.797172,1.059502,6783.824875,82.641125,943.840007,580,11.696250,85.497490,78,
86,1.406676,264,15,10.663433,1.109293,159.132041,292.853417,901.474884,15,10.608803,94.261344,264,
87,3.181263,773,124,38.978234,0.348732,1379.792667,269.569833,2867.531546,124,11.127360,89.868574,773,
88,3.299853,62,205,62.123978,0.906558,2482.048500,56.206584,1103.073619,205,12.107554,82.593068,62,
89,3.793525,72,234,61.684048,1.119514,2939.038709,80.605041,893.244382,234,12.559994,79.617869,72,
90,1.125350,48,24,21.326694,1.142146,317.885542,54.823000,875.544936,24,13.245231,75.498872,48,
91,2.737001,33,161,58.823506,1.648676,1925.055458,54.406292,606.547493,161,11.956866,83.633954,33,
92,6.133307,348,440,71.739438,0.850165,4919.992583,295.857500,1176.241941,440,11.181801,89.431029,348,
93,4.662792,412,290,62.194498,1.096566,3208.986375,451.785166,911.937866,290,11.065470,90.371216,412,
94,7.040778,47,506,71.867057,1.304940,6442.294167,61.332167,766.318920,506,12.731807,78.543448,47,
95,3.543853,84,240,67.722891,1.198746,2653.740958,100.694625,834.205401,240,11.057254,90.438367,84,
96,3.316651,26,219,66.030458,1.290011,2547.894459,33.540291,775.187073,219,11.634221,85.953325,26,
97,4.643332,1839,87,18.736547,0.183469,1073.333834,337.399000,5450.520007,87,12.337171,81.055863,1839,
98,1.726884,26,70,40.535434,1.220200,955.527417,31.725208,819.537574,70,13.650392,73.257971,26,
99,3.279297,25,196,59.768904,1.270537,2769.674334,31.763416,787.068998,196,14.130992,70.766443,25,
