timestamp,0V8_AON_A_current_A,0V8_SW_A_current_A,1V1_SYS_A_current_A,1V8_SYS_A_current_A,3V3_ADC_A_current_A,3V3_DAC_A_current_A,3V3_SYS_A_current_A,3V7_WL_SW_A_current_A,DDR_VDD2_A_current_A,DDR_VDDQ_A_current_A,HDMI_A_current_A,VDD_CORE_A_current_A,0V8_AON_V_voltage_V,0V8_SW_V_voltage_V,1V1_SYS_V_voltage_V,1V8_SYS_V_voltage_V,3V3_ADC_V_voltage_V,3V3_DAC_V_voltage_V,3V3_SYS_V_voltage_V,3V7_WL_SW_V_voltage_V,BATT_V_voltage_V,DDR_VDD2_V_voltage_V,DDR_VDDQ_V_voltage_V,EXT5V_V_voltage_V,HDMI_V_voltage_V,VDD_CORE_V_voltage_V
2025-08-19T12:14:48.406882,0.00482295,0.6890066,0.3454792,0.279116,6.105e-05,0.0,0.1581007,0.0,0.2732604,0.08382421,0.0112332,6.38495,0.8008783,0.802197,1.108058,1.81001,3.314099,3.315015,3.310033,3.726687,0.0,1.108424,0.6040287,5.1992,5.1992,0.8778502
2025-08-19T12:14:49.437458,0.0057387,0.6870547,0.3454792,0.279116,6.105e-05,0.0,0.1571247,0.00195186,0.2859475,0.0764712,0.0106227,6.63499,0.8017574,0.8014644,1.10586,1.807568,3.315015,3.316846,3.327664,3.724831,0.0,1.106959,0.6032961,5.1925,5.21662,0.8781188
2025-08-19T12:14:50.471204,0.00482295,0.6733917,0.3571904,0.2820438,0.00018315,0.0,0.1629803,0.00195186,0.2752123,0.0754908,0.0112332,6.14384,0.8008783,0.8014644,1.106959,1.809034,3.313183,3.316846,3.307249,3.722976,0.0,1.113552,0.6036624,5.19786,5.19786,0.8770444
2025-08-19T12:14:51.501137,0.00470085,0.5670154,0.3464552,0.2752123,0.00018315,0.0,0.1571247,0.00292779,0.06245952,0.004902,0.0107448,5.43837,0.8008783,0.8025633,1.10586,1.80708,3.315015,3.315015,3.319313,3.722048,0.0,1.106959,0.6025635,5.27022,5.20188,0.8781188
2025-08-19T12:14:52.530000,0.0050061,0.6821751,0.3464552,0.2830197,0.00018315,0.0,0.2595974,0.00292779,0.3181532,0.08284381,0.0112332,5.78664,0.8011714,0.8029296,1.108058,1.808057,3.312268,3.314099,3.313745,3.722976,0.0,1.112087,0.6018309,5.20054,5.19786,0.8805364
2025-08-19T12:14:53.559691,0.0051282,0.586534,0.3571904,0.2869234,0.00018315,0.0,0.1610285,0.00097593,0.1473654,0.04902,0.0101343,5.143679,0.8011714,0.8025633,1.104394,1.809034,3.314099,3.315015,3.307249,3.722976,0.0,1.112087,0.6018309,5.21662,5.20992,0.8789246
2025-08-19T12:14:54.592418,0.0056166,0.6255712,0.3552385,0.2732604,6.105e-05,0.0,0.1590766,0.0,0.0487965,0.0,0.010989,5.4473,0.8017574,0.8014644,1.108058,1.809034,3.312268,3.315931,3.309105,3.724831,0.0,1.10879,0.6036624,5.21394,5.18178,0.8767757
2025-08-19T12:14:55.624508,0.00506715,0.6802233,0.3454792,0.2859475,6.105e-05,0.0,0.1737155,0.00292779,0.2996105,0.07254961,0.0112332,5.52767,0.8017574,0.8018308,1.106959,1.809034,3.314099,3.315931,3.357359,3.741535,0.0,1.104394,0.6047613,5.20858,5.20054,0.8789246
2025-08-19T12:14:56.653456,0.0047619,0.6890066,0.3474311,0.2800919,0.00018315,0.0,0.1581007,0.00097593,0.1463895,0.08627521,0.0107448,6.35816,0.8011714,0.8018308,1.108058,1.809522,3.313183,3.315931,3.327664,3.745246,0.0,1.106592,0.6032961,5.207239,5.17642,0.8770444
2025-08-19T12:14:57.686472,0.00494505,0.6704639,0.3454792,0.2820438,6.105e-05,0.0,0.1590766,0.00195186,0.2908272,0.0745104,0.0108669,4.53644,0.8002922,0.8025633,1.10586,1.809034,3.312268,3.315015,3.327664,3.726687,0.0,1.105494,0.6029298,5.1992,5.20456,0.8770444
