timestamp,0V8_AON_A_current_A,0V8_SW_A_current_A,1V1_SYS_A_current_A,1V8_SYS_A_current_A,3V3_ADC_A_current_A,3V3_DAC_A_current_A,3V3_SYS_A_current_A,3V7_WL_SW_A_current_A,DDR_VDD2_A_current_A,DDR_VDDQ_A_current_A,HDMI_A_current_A,VDD_CORE_A_current_A,0V8_AON_V_voltage_V,0V8_SW_V_voltage_V,1V1_SYS_V_voltage_V,1V8_SYS_V_voltage_V,3V3_ADC_V_voltage_V,3V3_DAC_V_voltage_V,3V3_SYS_V_voltage_V,3V7_WL_SW_V_voltage_V,BATT_V_voltage_V,DDR_VDD2_V_voltage_V,DDR_VDDQ_V_voltage_V,EXT5V_V_voltage_V,HDMI_V_voltage_V,VDD_CORE_V_voltage_V
2025-08-19T09:31:13.696380,0.00494505,0.5533523,0.3454792,0.265453,6.105e-05,0.0,0.1629803,0.00390372,0.1044245,0.0,0.0107448,1.74135,0.8014645,0.8025633,1.106959,1.808545,3.312268,3.316846,3.307249,3.722976,0.0,1.11282,0.600732,5.24074,5.2327,0.8783874
2025-08-19T09:31:14.725221,0.00506715,0.5543283,0.3454792,0.2615492,0.0001221,6.105e-05,0.1610285,0.00097593,0.06538731,0.0,0.010989,1.23234,0.8014645,0.8014644,1.107691,1.809034,3.314099,3.316846,3.329521,3.722048,0.0,1.113552,0.6029298,5.24074,5.24342,0.7674474
2025-08-19T09:31:15.749620,0.00494505,0.5621357,0.3445033,0.2683808,6.105e-05,0.0,0.1590766,0.00292779,0.03025383,0.0,0.0112332,2.84867,0.8011714,0.802197,1.10586,1.81001,3.314099,3.317762,3.310033,3.722976,0.0,1.111354,0.6065928,5.2394,5.22198,0.8778502
2025-08-19T09:31:16.775766,0.0051282,0.5738469,0.3591422,0.2771641,0.00018315,0.0,0.1639562,0.00292779,0.1454136,0.0446082,0.0108669,4.48286,0.8014645,0.8014644,1.10586,1.809034,3.314099,3.315015,3.307249,3.725759,0.0,1.113918,0.6036624,5.21394,5.21528,0.8783874
2025-08-19T09:31:17.801838,0.00506715,0.6909585,0.3445033,0.2752123,0.00018315,0.0,0.1581007,0.00292779,0.2381269,0.0730398,0.0107448,6.483179,0.8011714,0.802197,1.106959,1.809034,3.313183,3.316846,3.313745,3.724831,0.0,1.109156,0.6051276,5.21662,5.2126,0.8783874
2025-08-19T09:31:18.836995,0.00482295,0.6841269,0.3454792,0.279116,0.00018315,0.0,0.1639562,0.00195186,0.2625252,0.0676476,0.0107448,5.81343,0.8011714,0.8014644,1.107325,1.808057,3.313183,3.315931,3.310033,3.722048,0.0,1.109156,0.604395,5.207239,5.19786,0.8783874
2025-08-19T09:31:19.869020,0.0052503,0.6724158,0.3454792,0.2800919,6.105e-05,0.0,0.1590766,0.00390372,0.2469103,0.0803928,0.0112332,5.87594,0.8008783,0.8025633,1.107325,1.810499,3.314099,3.315015,3.326736,3.722048,0.0,1.109889,0.6036624,5.20322,5.19652,0.8783874
2025-08-19T09:31:20.899746,0.00506715,0.5962932,0.3454792,0.279116,6.105e-05,0.0,0.1795711,0.00097593,0.1141838,0.0274512,0.0107448,5.01866,0.8011714,0.8029296,1.107691,1.809034,3.314099,3.314099,3.327664,3.725759,0.0,1.109523,0.6047613,5.22064,5.20992,0.8789246
2025-08-19T09:31:21.933525,0.0058608,0.5787265,0.3454792,0.2683808,6.105e-05,0.0,0.1610285,0.00585558,0.00878337,0.0053922,0.0111111,4.41142,0.8014645,0.8014644,1.10586,1.80708,3.314099,3.314099,3.333232,3.729471,0.0,1.108058,0.6051276,5.20858,5.20858,0.8778502
2025-08-19T09:31:22.961777,0.00531135,0.5650635,0.3464552,0.2732604,6.105e-05,0.0,0.1590766,0.00097593,0.04391685,0.0,0.0108669,5.43837,0.8008783,0.802197,1.10586,1.808545,3.315015,3.315015,3.327664,3.726687,0.0,1.113552,0.6032961,5.21662,5.21394,0.8778502
2025-08-19T09:31:23.990626,0.006105,0.6890066,0.3435274,0.2732604,0.00018315,0.0,0.1620044,0.00195186,0.2098249,0.0127452,0.0105006,6.35816,0.8008783,0.8025633,1.108058,1.810987,3.314099,3.316846,3.316529,3.722976,0.0,1.105494,0.6036624,5.207239,5.20992,0.8789246
2025-08-19T09:31:25.017906,0.0054945,0.5611597,0.3464552,0.265453,6.105e-05,0.0,0.1620044,0.00292779,0.01463895,0.0,0.0107448,4.39356,0.8008783,0.8025633,1.107691,1.810987,3.314099,3.314099,3.319313,3.722048,0.0,1.110622,0.6036624,5.20322,5.1992,0.8794619
2025-08-19T09:31:26.052678,0.0053724,0.6577768,0.3454792,0.2820438,0.00018315,0.0,0.1688359,0.00195186,0.2742363,0.058824,0.0106227,6.18849,0.8014645,0.8025633,1.106226,1.809034,3.313183,3.315931,3.357359,3.724831,0.0,1.105127,0.6032961,5.22332,5.20188,0.8832226
2025-08-19T09:31:27.082537,0.0058608,0.5592079,0.3464552,0.2713085,6.105e-05,0.0,0.1629803,0.00097593,0.02732604,0.0,0.0107448,4.52751,0.8002922,0.8014644,1.107325,1.809522,3.314099,3.314099,3.355503,3.722976,0.0,1.104394,0.604395,5.20322,5.20188,0.8786561
2025-08-19T09:31:28.111564,0.0053724,0.5631116,0.3464552,0.2683808,6.105e-05,0.0,0.1629803,0.00195186,0.03122976,0.0,0.0107448,4.40249,0.8014645,0.8018308,1.108058,1.806592,3.315015,3.315931,3.307249,3.722048,0.0,1.107325,0.6036624,5.20858,5.226,0.8853715
2025-08-19T09:31:29.136954,0.0053724,0.5562801,0.3581663,0.2693567,6.105e-05,0.0,0.1590766,0.00195186,0.03318162,0.0,0.0103785,4.35784,0.8014645,0.8014644,1.10586,1.809034,3.314099,3.315931,3.307249,3.723903,0.0,1.10586,0.6010983,5.20188,5.18714,0.8791933
2025-08-19T09:31:30.173270,0.0053724,0.6860789,0.3474311,0.2830197,0.00018315,0.0,0.1600525,0.0,0.2703326,0.0848046,0.0106227,6.01882,0.8011714,0.802197,1.107691,1.809034,3.315015,3.314099,3.319313,3.723903,0.0,1.114285,0.6040287,5.21528,5.21528,0.8789246
2025-08-19T09:31:31.201456,0.00531135,0.6821751,0.3454792,0.2849716,6.105e-05,0.0,0.1610285,0.00097593,0.2576455,0.0676476,0.0108669,5.68841,0.8017574,0.8025633,1.106959,1.809034,3.314099,3.315931,3.340656,3.722048,0.0,1.106226,0.6051276,5.20992,5.20992,0.8762386
2025-08-19T09:31:32.230406,0.0052503,0.5592079,0.3454792,0.2830197,0.00018315,0.0,0.1551729,0.00195186,0.03122976,0.0,0.010989,4.36677,0.8011714,0.8029296,1.107325,1.81001,3.314099,3.315015,3.313745,3.723903,0.0,1.104394,0.6032961,5.20456,5.22198,0.8783874
2025-08-19T09:31:33.259440,0.0053724,0.5601838,0.3445033,0.2722845,6.105e-05,0.0,0.1561488,0.00292779,0.03220569,0.0,0.010989,3.68809,0.8014645,0.8032959,1.107325,1.808545,3.313183,3.315931,3.327664,3.747103,0.0,1.101464,0.6032961,5.20858,5.19518,0.8783874
2025-08-19T09:31:34.291074,0.00555555,0.6704639,0.3435274,0.279116,6.105e-05,0.0,0.1698118,0.00292779,0.2732604,0.06715741,0.0107448,6.0724,0.8017574,0.8010981,1.107691,1.809034,3.314099,3.315015,3.316529,3.724831,0.0,1.101464,0.6036624,5.20456,5.20456,0.8805364
2025-08-19T09:31:35.322621,0.00518925,0.6704639,0.3454792,0.2781401,0.00018315,0.0,0.1600525,0.00097593,0.2800919,0.0700986,0.0103785,5.76878,0.8017574,0.8025633,1.104028,1.808057,3.315015,3.315015,3.319313,3.740607,0.0,1.108424,0.6032961,5.2126,5.20322,0.8724778
2025-08-19T09:31:36.353845,0.0052503,0.6890066,0.3474311,0.279116,6.105e-05,0.0,0.1639562,0.00195186,0.2986346,0.078432,0.010989,6.134909,0.8011714,0.8014644,1.106959,1.808545,3.315015,3.315931,3.326736,3.726687,0.0,1.106592,0.6036624,5.22332,5.2126,0.8778502
2025-08-19T09:31:37.382638,0.0052503,0.5640876,0.3464552,0.2674048,6.105e-05,0.0,0.1581007,0.00097593,0.05172429,0.0,0.0102564,4.40249,0.8017574,0.8032959,1.108058,1.809034,3.314099,3.315931,3.309105,3.722048,0.0,1.110622,0.6036624,5.20992,5.19786,0.8810737
2025-08-19T09:31:38.408808,0.00482295,0.6851029,0.3435274,0.2810678,0.00018315,0.0,0.1581007,0.00097593,0.3103457,0.078432,0.0106227,5.61697,0.8017574,0.8014644,1.104394,1.809034,3.314099,3.315015,3.355503,3.724831,0.0,1.113552,0.6040287,5.20188,5.20992,0.8775815
